Gen;	BestValidIndiv;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	
172500;	68 0.0808181 0.0942002;	62 0.0807875 0.1003;	62 0.0807876 0.0967066;	62 0.0808181 0.0942002;	62 0.0808181 0.0958007;	62 0.0808522 0.0958007;	62 0.0808522 0.0958007;	
175000;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	87 0.202536 1.#INF;	85 0.202621 1.#INF;	74 0.202732 1.#INF;	83 0.203425 1.#INF;	89 0.203457 1.#INF;	
177500;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	70 0.106751 1.#INF;	67 0.125936 1.#INF;	69 0.127933 1.#INF;	68 0.128936 1.#INF;	69 0.130109 1.#INF;	
180000;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	69 0.0813974 1.#INF;	72 0.0818826 1.#INF;	67 0.0867909 1.#INF;	69 0.0884961 1.#INF;	69 0.0886933 1.#INF;	
182500;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	68 0.0808652 1.#INF;	69 0.0809357 1.#INF;	72 0.0811305 1.#INF;	71 0.081214 1.#INF;	73 0.0812166 1.#INF;	
185000;	68 0.0808181 0.0942002;	66 0.0808181 0.0942002;	68 0.0808522 1.#INF;	65 0.0808652 1.#INF;	65 0.0809357 1.#INF;	67 0.0811305 1.#INF;	67 0.081131 1.#INF;	
187500;	68 0.0808181 0.0942002;	65 0.0808181 0.0942002;	66 0.0808522 1.#INF;	65 0.0808652 1.#INF;	65 0.0809357 1.#INF;	67 0.0810239 1.#INF;	65 0.0811305 1.#INF;	
190000;	68 0.0808181 0.0942002;	65 0.0808181 0.0942002;	65 0.0808181 1.#INF;	65 0.0808522 1.#INF;	65 0.0808522 1.#INF;	65 0.0808652 1.#INF;	65 0.0808652 1.#INF;	
192500;	68 0.0808181 0.0942002;	64 0.0808181 0.0942002;	65 0.0808181 1.#INF;	65 0.0808522 1.#INF;	65 0.0808522 1.#INF;	65 0.0808652 1.#INF;	64 0.0808652 1.#INF;	
195000;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	84 0.201695 1.#INF;	94 0.202357 1.#INF;	74 0.202425 1.#INF;	77 0.203423 1.#INF;	91 0.2042 1.#INF;	
197500;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	68 0.0863237 1.#INF;	67 0.108208 1.#INF;	67 0.108986 1.#INF;	70 0.115784 1.#INF;	70 0.12388 1.#INF;	
200000;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	68 0.0825245 1.#INF;	70 0.0840353 1.#INF;	68 0.0844573 1.#INF;	67 0.0848861 1.#INF;	67 0.0858112 1.#INF;	
202500;	68 0.0808181 0.0942002;	69 0.0806035 0.10462;	71 0.0806414 0.103529;	69 0.0807401 0.105244;	68 0.0808181 0.0942002;	68 0.0808181 1.#INF;	69 0.0818576 1.#INF;	
205000;	68 0.0808181 0.0942002;	69 0.0796374 0.104522;	69 0.0801245 0.116974;	69 0.0802351 0.104931;	69 0.0802351 0.104865;	70 0.0803515 0.105234;	70 0.0803515 0.107908;	
207500;	68 0.0808181 0.0942002;	71 0.0781126 0.103338;	72 0.0789315 0.127441;	71 0.0791657 0.102617;	71 0.0792426 0.104024;	72 0.07938 0.104313;	71 0.0793801 0.107709;	
210000;	68 0.0808181 0.0942002;	72 0.0762291 0.113591;	72 0.0764765 0.116826;	71 0.0767389 0.11476;	70 0.0767422 0.114377;	75 0.0767594 0.11883;	72 0.0767771 0.117002;	
212500;	68 0.0808181 0.0942002;	72 0.0761423 0.114451;	71 0.0762291 0.113591;	73 0.0763305 0.120477;	77 0.0763501 0.115276;	72 0.0763877 0.116511;	71 0.0763941 0.12048;	
215000;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	113 0.195158 1.#INF;	101 0.202327 1.#INF;	89 0.202621 1.#INF;	74 0.203193 1.#INF;	72 0.203425 1.#INF;	
217500;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	71 0.0948028 1.#INF;	72 0.11302 1.#INF;	67 0.113049 1.#INF;	71 0.116302 1.#INF;	68 0.119985 1.#INF;	
220000;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	67 0.0808652 1.#INF;	69 0.0813974 1.#INF;	69 0.0818716 1.#INF;	68 0.083074 1.#INF;	68 0.0835193 1.#INF;	
222500;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	67 0.0808652 1.#INF;	69 0.0813974 1.#INF;	69 0.0818716 1.#INF;	70 0.0818863 1.#INF;	70 0.0830739 1.#INF;	
225000;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	69 0.0808522 1.#INF;	67 0.0808652 1.#INF;	67 0.0808652 1.#INF;	74 0.0812139 1.#INF;	71 0.081214 1.#INF;	
227500;	68 0.0808181 0.0942002;	67 0.0808181 0.0942002;	67 0.0808181 1.#INF;	66 0.0808522 1.#INF;	68 0.0808522 1.#INF;	66 0.0808652 1.#INF;	67 0.0808652 1.#INF;	
230000;	68 0.0808181 0.0942002;	66 0.0808181 0.0942002;	67 0.0808181 1.#INF;	66 0.0808522 1.#INF;	67 0.0808522 1.#INF;	66 0.0808652 1.#INF;	67 0.0808652 1.#INF;	
232500;	68 0.0808181 0.0942002;	66 0.0808181 0.0942002;	66 0.0808181 1.#INF;	65 0.0808522 1.#INF;	66 0.0808522 1.#INF;	65 0.0808652 1.#INF;	65 0.0808652 1.#INF;	
235000;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	83 0.202327 1.#INF;	93 0.202621 1.#INF;	85 0.203057 1.#INF;	78 0.203093 1.#INF;	77 0.203152 1.#INF;	
237500;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	71 0.0964523 1.#INF;	70 0.109035 1.#INF;	73 0.11653 1.#INF;	75 0.124929 1.#INF;	70 0.126806 1.#INF;	
240000;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	69 0.083074 1.#INF;	71 0.0841154 1.#INF;	69 0.0842817 1.#INF;	67 0.0848861 1.#INF;	70 0.089379 1.#INF;	
242500;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	69 0.0808652 1.#INF;	67 0.081214 1.#INF;	68 0.0812166 1.#INF;	70 0.0812188 1.#INF;	72 0.0812377 1.#INF;	
245000;	68 0.0808181 0.0942002;	68 0.0808181 0.0942002;	69 0.0808652 1.#INF;	68 0.0808652 1.#INF;	68 0.0811305 1.#INF;	69 0.0811697 1.#INF;	68 0.0811804 1.#INF;	
247500;	68 0.0808181 0.0942002;	67 0.0808181 0.0942002;	68 0.0808181 1.#INF;	67 0.0808652 1.#INF;	67 0.0808652 1.#INF;	71 0.0809198 1.#INF;	67 0.0809199 1.#INF;	
250000;	68 0.0807169 0.0927617;	68 0.0780188 0.110809;	69 0.0780188 0.118609;	69 0.078039 0.110806;	68 0.0781383 0.110081;	68 0.0781383 0.109645;	70 0.0784916 0.110045;	
Best: Len=68; Trn=0.0807169; Val=0.0927617; Tst=0.0547904;

2500;	15 0.203377 0.205891;	20 0.202327 0.205891;	15 0.203377 0.205891;	18 0.203585 0.353939;	24 0.203651 0.353939;	35 0.203851 0.353939;	41 0.205517 0.353939;	
5000;	43 0.198941 0.201322;	46 0.198588 0.204563;	38 0.198938 0.201925;	41 0.198938 0.201925;	43 0.198941 0.201322;	47 0.19936 0.205891;	44 0.200307 0.201855;	
7500;	50 0.179418 0.167869;	53 0.17627 0.19227;	50 0.179418 0.167869;	52 0.179842 0.183569;	52 0.17985 0.167243;	53 0.180066 0.201322;	46 0.180089 0.182431;	
10000;	54 0.162925 0.163406;	46 0.157067 0.199627;	46 0.159632 0.179738;	41 0.162282 0.199571;	54 0.162925 0.163406;	49 0.163731 0.201322;	48 0.16383 0.160984;	
12500;	54 0.162925 0.163406;	40 0.146098 0.187677;	40 0.147096 0.186228;	42 0.14863 0.190498;	50 0.148995 0.202532;	37 0.149171 0.176911;	38 0.149251 0.186332;	
15000;	41 0.156106 0.152602;	40 0.135643 0.208717;	44 0.135906 0.219273;	42 0.138699 0.214969;	44 0.138708 0.220489;	42 0.139073 0.219796;	38 0.139262 0.211952;	
17500;	41 0.156106 0.152602;	48 0.13563 0.208582;	30 0.135643 0.208717;	43 0.135643 0.209385;	46 0.135643 0.205731;	46 0.135644 0.215494;	45 0.135646 0.214987;	
20000;	41 0.156106 0.152602;	48 0.132615 0.180497;	45 0.133362 0.169309;	49 0.133381 0.16993;	47 0.133414 0.170741;	39 0.13342 0.170961;	39 0.133424 0.171135;	
22500;	41 0.156106 0.152602;	53 0.131778 0.181208;	49 0.131782 0.176987;	54 0.13179 0.184782;	61 0.131793 0.177447;	55 0.131814 0.173773;	50 0.131815 0.173148;	
25000;	41 0.156106 0.152602;	45 0.131045 0.174162;	46 0.131068 0.173171;	52 0.131298 0.173095;	50 0.131407 0.173037;	48 0.131431 0.172483;	46 0.131467 0.171767;	
27500;	41 0.156106 0.152602;	43 0.130252 0.170313;	44 0.130294 0.170427;	40 0.130748 0.172344;	43 0.130799 0.172119;	40 0.13081 0.171315;	44 0.130853 0.17029;	
30000;	38 0.151204 0.155238;	46 0.130212 0.168477;	42 0.130233 0.171108;	35 0.130252 0.170313;	33 0.130294 0.170427;	37 0.13035 0.170254;	41 0.130473 0.168342;	
32500;	38 0.151204 0.155238;	44 0.123677 0.168772;	44 0.124555 0.16793;	45 0.12464 0.169475;	43 0.125169 0.167873;	48 0.125284 0.172747;	44 0.125548 0.167646;	
35000;	44 0.151126 0.148999;	47 0.121078 0.168764;	45 0.121248 0.169252;	40 0.1226 0.185969;	49 0.122744 0.190854;	43 0.122776 0.166833;	49 0.122895 0.169834;	
37500;	44 0.151126 0.148999;	34 0.120798 0.16845;	39 0.120936 0.168601;	37 0.121078 0.168764;	38 0.121223 0.168031;	38 0.121248 0.169252;	41 0.121578 0.168488;	
40000;	44 0.151126 0.148999;	34 0.116991 0.186095;	41 0.117194 0.204984;	40 0.117259 0.184716;	39 0.11741 0.185597;	39 0.117988 0.206532;	41 0.118149 0.205299;	
42500;	44 0.151126 0.148999;	33 0.116991 0.186095;	34 0.117194 0.204984;	33 0.117259 0.184716;	35 0.117306 0.185111;	35 0.11741 0.185597;	35 0.117809 0.183388;	
45000;	44 0.151126 0.148999;	33 0.116991 0.186095;	33 0.117194 0.204984;	32 0.117259 0.184716;	33 0.117306 0.185111;	33 0.11741 0.185597;	33 0.117809 0.183388;	
47500;	44 0.151126 0.148999;	32 0.116991 0.186095;	33 0.117194 0.204984;	32 0.117259 0.184716;	33 0.117306 0.185111;	32 0.11741 0.185597;	33 0.117809 0.183388;	
50000;	44 0.151126 0.148999;	32 0.116991 0.186095;	33 0.117194 0.204984;	32 0.117259 0.184716;	33 0.117306 0.185111;	32 0.11741 0.185597;	33 0.117809 0.183388;	
52500;	44 0.151126 0.148999;	32 0.116991 0.186095;	33 0.117194 0.204984;	32 0.117259 0.184716;	33 0.117306 0.185111;	32 0.11741 0.185597;	33 0.117809 0.183388;	
55000;	44 0.151126 0.148999;	44 0.151126 0.148999;	105 0.212282 1.#INF;	93 0.216053 1.#INF;	106 0.218057 1.#INF;	58 0.220624 1.#INF;	107 0.22528 1.#INF;	
57500;	44 0.151126 0.148999;	46 0.147021 0.166503;	44 0.151126 0.148999;	46 0.15541 1.#INF;	60 0.155987 1.#INF;	48 0.159378 1.#INF;	46 0.162342 1.#INF;	
60000;	52 0.124864 0.116624;	52 0.124864 0.116624;	51 0.13417 0.166503;	53 0.137883 1.#INF;	47 0.139758 0.12124;	52 0.140031 1.#INF;	48 0.141959 0.139933;	
62500;	53 0.124806 0.116427;	54 0.119024 0.129238;	53 0.124806 0.116427;	52 0.124864 0.116624;	52 0.124926 0.120002;	50 0.127635 1.#INF;	54 0.128995 1.#INF;	
65000;	55 0.119179 0.116643;	58 0.118824 0.122787;	50 0.118959 0.127662;	54 0.118959 0.127673;	57 0.118979 0.127615;	53 0.119023 0.129208;	50 0.119024 0.129238;	
67500;	59 0.115435 0.103719;	58 0.114918 0.123554;	59 0.115435 0.103719;	59 0.116163 0.127223;	65 0.116348 0.129238;	56 0.116536 0.129752;	56 0.116898 0.127673;	
70000;	64 0.111596 0.10019;	64 0.111596 0.10019;	59 0.111633 0.101003;	59 0.111636 0.0937559;	59 0.111819 0.101676;	61 0.111819 0.123554;	55 0.11184 0.0937559;	
72500;	64 0.111596 0.10019;	52 0.111596 0.10019;	55 0.111633 0.0937559;	57 0.111635 0.0937559;	53 0.111635 0.0937559;	50 0.111636 0.0937559;	55 0.111636 0.0937559;	
75000;	62 0.106523 0.0952874;	62 0.106523 0.0952874;	65 0.106816 0.0871943;	62 0.107136 0.0937559;	63 0.10725 0.0937559;	59 0.107251 0.0937559;	63 0.10794 0.107888;	
77500;	66 0.106069 0.0928532;	66 0.106069 0.0928532;	62 0.106446 0.0899072;	61 0.106448 0.0871943;	57 0.106462 0.0949868;	57 0.106472 0.107888;	61 0.106487 0.0871943;	
80000;	65 0.0988193 0.0977025;	65 0.0988193 0.0977025;	74 0.098998 0.100458;	69 0.0990993 0.0971144;	68 0.0992163 0.0971144;	73 0.0993537 0.112988;	65 0.0995317 0.103945;	
82500;	69 0.0895688 0.08042;	61 0.0895688 0.08042;	60 0.0896409 0.112988;	68 0.0897353 0.112988;	64 0.0897418 0.112988;	68 0.0898605 0.112988;	65 0.0899171 0.112988;	
85000;	78 0.083664 0.0834851;	78 0.083664 0.0834851;	69 0.0837389 0.112988;	71 0.0838745 0.0835947;	68 0.0839516 0.0853088;	70 0.08399 0.0830005;	73 0.0840001 0.112988;	
87500;	78 0.083664 0.0834851;	71 0.0833352 0.0838929;	71 0.0833701 0.0960107;	68 0.0833962 0.0905158;	68 0.0835794 0.0904885;	64 0.083664 0.0834851;	63 0.0837389 0.112988;	
90000;	78 0.083664 0.0834851;	65 0.0833048 0.0910678;	65 0.083335 0.0838929;	65 0.0833352 0.0838929;	63 0.0833701 0.0960107;	60 0.0833962 0.0905158;	63 0.0834918 0.0865578;	
92500;	78 0.083664 0.0834851;	62 0.0833048 0.0910678;	60 0.083335 0.0838929;	58 0.0833352 0.0838929;	57 0.0833701 0.0960107;	57 0.0833962 0.0905158;	58 0.0834918 0.0865578;	
95000;	78 0.083664 0.0834851;	57 0.0833048 0.0910678;	57 0.083335 0.0838929;	56 0.0833352 0.0838929;	59 0.0833464 0.102111;	58 0.0833465 0.102111;	55 0.0833701 0.0960107;	
97500;	78 0.083664 0.0834851;	56 0.0833048 0.0910678;	57 0.083335 0.0838929;	55 0.0833352 0.0838929;	57 0.0833464 0.102111;	55 0.0833465 0.102111;	55 0.0833701 0.0960107;	
100000;	78 0.083664 0.0834851;	55 0.0833048 0.0910678;	57 0.083335 0.0838929;	55 0.0833352 0.0838929;	57 0.0833464 0.102111;	55 0.0833465 0.102111;	55 0.0833701 0.0960107;	
102500;	78 0.083664 0.0834851;	55 0.0833048 0.0910678;	56 0.083335 0.0838929;	55 0.0833352 0.0838929;	57 0.0833464 0.102111;	55 0.0833465 0.102111;	55 0.0833701 0.0960107;	
105000;	78 0.083664 0.0834851;	78 0.083664 0.0834851;	114 0.289866 0.0960107;	101 0.291686 0.0960107;	105 0.354126 0.0960107;	93 0.354127 0.0960107;	123 0.357121 0.0960107;	
107500;	78 0.083664 0.0834851;	78 0.083664 0.0834851;	80 0.1978 0.0960107;	80 0.20329 0.0960107;	112 0.203357 0.0960107;	80 0.204562 0.0960107;	82 0.204826 0.0960107;	
110000;	78 0.083664 0.0834851;	78 0.083664 0.0834851;	81 0.105183 0.0960107;	79 0.117633 0.0960107;	79 0.120368 0.0960107;	79 0.123353 0.0960107;	81 0.124527 0.0960107;	
112500;	78 0.083664 0.0834851;	77 0.083664 0.0834851;	77 0.0847373 0.0960107;	78 0.0854543 0.0960107;	79 0.0861671 0.0960107;	77 0.0862987 0.0960107;	78 0.0864995 0.0960107;	
115000;	78 0.083664 0.0834851;	75 0.083664 0.0834851;	77 0.0839314 0.0960107;	79 0.0843505 0.0960107;	78 0.0843777 0.0960107;	81 0.0845788 0.0960107;	80 0.0847082 0.0960107;	
117500;	78 0.083664 0.0834851;	73 0.083664 0.0834851;	76 0.0837286 0.0960107;	76 0.0839314 0.0960107;	79 0.0840333 0.0960107;	76 0.0841613 0.0960107;	80 0.0841682 0.0960107;	
120000;	78 0.083664 0.0834851;	71 0.0831614 0.0878381;	72 0.0833479 0.0850124;	71 0.0833733 0.0876461;	71 0.083555 0.0848169;	73 0.083573 0.0836736;	71 0.083664 0.0834851;	
122500;	75 0.0827809 0.0813654;	70 0.0826815 0.0889883;	71 0.082707 0.0917461;	75 0.0827809 0.0813654;	69 0.0828849 0.0887808;	70 0.0829014 0.0915496;	72 0.0829857 0.081162;	
125000;	75 0.0827809 0.0813654;	70 0.0826091 0.0918747;	70 0.0826815 0.0889883;	70 0.082707 0.0917461;	70 0.0827667 0.0893275;	70 0.0827809 0.0813654;	68 0.0827969 0.081162;	
127500;	75 0.0827809 0.0813654;	70 0.082561 0.083109;	69 0.0826091 0.0918747;	70 0.0826804 0.0854734;	69 0.0826815 0.0889883;	70 0.0827037 0.0891661;	71 0.0827037 0.0953099;	
130000;	75 0.0827809 0.0813654;	70 0.0824629 0.0924641;	69 0.082561 0.083109;	68 0.0826091 0.0918747;	69 0.0826519 0.0922439;	69 0.0826804 0.0854734;	69 0.0826815 0.0889883;	
132500;	75 0.0827809 0.0813654;	69 0.0824629 0.0924641;	69 0.082561 0.083109;	68 0.0826091 0.0918747;	68 0.0826519 0.0922439;	69 0.0826726 0.0939857;	68 0.0826804 0.0854734;	
135000;	75 0.0827809 0.0813654;	68 0.0824629 0.0924641;	68 0.082561 0.083109;	67 0.0826091 0.0918747;	69 0.082619 0.0923874;	70 0.0826199 0.0923881;	67 0.0826519 0.0922439;	
137500;	75 0.0827809 0.0813654;	66 0.0824629 0.0924641;	68 0.082561 0.083109;	67 0.0826091 0.0918747;	66 0.082619 0.0923874;	68 0.0826199 0.0923881;	68 0.0826215 0.0923892;	
140000;	75 0.0827809 0.0813654;	65 0.0824629 0.0924641;	68 0.082561 0.083109;	63 0.0826091 0.0918747;	66 0.082619 0.0923874;	68 0.0826199 0.0923881;	68 0.0826215 0.0923892;	
142500;	75 0.0827809 0.0813654;	75 0.0827809 0.0813654;	98 0.354127 1.#INF;	119 0.354253 1.#INF;	124 0.369006 1.#INF;	119 0.389744 1.#INF;	112 0.551281 1.#INF;	
145000;	75 0.0827809 0.0813654;	75 0.0827809 0.0813654;	78 0.126247 1.#INF;	77 0.1785 1.#INF;	79 0.185352 1.#INF;	81 0.19949 1.#INF;	110 0.200956 1.#INF;	
147500;	75 0.0827809 0.0813654;	75 0.0827809 0.0813654;	79 0.121602 1.#INF;	77 0.123641 1.#INF;	78 0.126247 1.#INF;	77 0.128244 1.#INF;	79 0.128643 1.#INF;	
150000;	75 0.0827809 0.0813654;	74 0.0827809 0.0813654;	76 0.0829857 1.#INF;	74 0.0836662 1.#INF;	76 0.0845317 1.#INF;	75 0.0846445 1.#INF;	75 0.0854705 1.#INF;	
152500;	75 0.0827809 0.0813654;	72 0.0827809 0.0813654;	76 0.0828621 1.#INF;	75 0.0829857 1.#INF;	76 0.083453 1.#INF;	76 0.0834938 1.#INF;	81 0.083537 1.#INF;	
155000;	75 0.0827809 0.0813654;	71 0.0827809 0.0813654;	73 0.0828621 1.#INF;	71 0.0829857 1.#INF;	73 0.0830356 1.#INF;	73 0.0830617 1.#INF;	73 0.0830909 1.#INF;	
157500;	73 0.0827505 0.0784325;	70 0.0827505 0.0784325;	69 0.0827809 0.0813654;	71 0.0828326 1.#INF;	69 0.0828621 1.#INF;	71 0.0828631 1.#INF;	73 0.0829052 1.#INF;	
160000;	69 0.0826511 0.0798296;	69 0.0826511 0.0798296;	68 0.0827505 1.#INF;	68 0.0827804 1.#INF;	68 0.0827809 1.#INF;	68 0.0828326 1.#INF;	68 0.0828621 1.#INF;	
162500;	69 0.0826511 0.0798296;	65 0.0826511 0.0798296;	67 0.082681 1.#INF;	67 0.0826815 1.#INF;	67 0.0827372 1.#INF;	65 0.0827505 1.#INF;	69 0.0827667 1.#INF;	
165000;	69 0.0825706 0.0816921;	65 0.0825706 0.0816921;	67 0.0825998 1.#INF;	62 0.0826511 1.#INF;	64 0.082681 1.#INF;	63 0.0826815 1.#INF;	66 0.0826834 1.#INF;	
167500;	68 0.0810435 0.0796741;	67 0.0810435 0.0796741;	66 0.0811982 0.0796008;	65 0.0812014 1.#INF;	65 0.0818604 1.#INF;	63 0.0825706 1.#INF;	64 0.0825998 1.#INF;	
170000;	68 0.0806108 0.0810089;	66 0.0806108 0.0810089;	66 0.0807655 1.#INF;	64 0.0810435 1.#INF;	67 0.0811547 1.#INF;	66 0.0811826 1.#INF;	63 0.0811982 1.#INF;	
172500;	68 0.0806108 0.0810089;	65 0.0806108 0.0810089;	64 0.0807655 1.#INF;	64 0.0807688 1.#INF;	64 0.0808268 1.#INF;	65 0.0808268 1.#INF;	64 0.0810435 1.#INF;	
175000;	68 0.0806108 0.0810089;	63 0.0806108 0.0810089;	63 0.0807655 1.#INF;	63 0.0807688 1.#INF;	63 0.0808268 1.#INF;	63 0.0808268 1.#INF;	63 0.0810435 1.#INF;	
177500;	68 0.0806108 0.0810089;	62 0.0806108 0.0810089;	61 0.0807655 1.#INF;	63 0.0807688 1.#INF;	62 0.0808268 1.#INF;	63 0.0808268 1.#INF;	61 0.0810435 1.#INF;	
180000;	68 0.0806108 0.0810089;	61 0.0806108 0.0810089;	60 0.0807655 1.#INF;	62 0.0807688 1.#INF;	59 0.0808268 1.#INF;	61 0.0808268 1.#INF;	61 0.0810435 1.#INF;	
182500;	68 0.0806108 0.0810089;	56 0.0806108 0.0810089;	55 0.0807655 1.#INF;	62 0.0807688 1.#INF;	58 0.0808268 1.#INF;	59 0.0808268 1.#INF;	60 0.0810435 1.#INF;	
185000;	68 0.0806108 0.0810089;	56 0.0806108 0.0810089;	55 0.0807655 1.#INF;	62 0.0807688 1.#INF;	55 0.0808268 1.#INF;	56 0.0808268 1.#INF;	58 0.0810237 1.#INF;	
187500;	68 0.0806108 0.0810089;	55 0.0806108 0.0810089;	55 0.0807655 1.#INF;	62 0.0807688 1.#INF;	55 0.0808268 1.#INF;	55 0.0808268 1.#INF;	58 0.0810237 1.#INF;	
190000;	68 0.0806108 0.0810089;	68 0.0806108 0.0810089;	81 0.267379 1.#INF;	115 0.28613 1.#INF;	120 0.302575 1.#INF;	108 0.309466 1.#INF;	82 0.311465 1.#INF;	
192500;	68 0.0806108 0.0810089;	68 0.0806108 0.0810089;	71 0.13545 1.#INF;	70 0.146133 1.#INF;	74 0.146975 1.#INF;	70 0.149965 1.#INF;	76 0.161039 1.#INF;	
195000;	68 0.0806108 0.0810089;	68 0.0806108 0.0810089;	69 0.0822296 1.#INF;	67 0.0828239 1.#INF;	68 0.0836956 1.#INF;	69 0.0901488 1.#INF;	70 0.0905267 1.#INF;	
197500;	68 0.0806108 0.0810089;	68 0.0806108 0.0810089;	68 0.0808268 1.#INF;	69 0.0822296 1.#INF;	69 0.0824353 1.#INF;	67 0.0828239 1.#INF;	68 0.0830053 1.#INF;	
200000;	68 0.0806108 0.0810089;	67 0.0806108 0.0810089;	69 0.0807655 1.#INF;	67 0.0808268 1.#INF;	67 0.0812276 1.#INF;	68 0.0815916 1.#INF;	69 0.0817509 1.#INF;	
202500;	68 0.0806108 0.0810089;	66 0.0806108 0.0810089;	67 0.0807655 1.#INF;	67 0.0808268 1.#INF;	69 0.0810435 1.#INF;	68 0.0811982 1.#INF;	66 0.0812276 1.#INF;	
205000;	68 0.0806108 0.0810089;	65 0.0806108 0.0810089;	67 0.0807655 1.#INF;	66 0.0808268 1.#INF;	68 0.0810435 1.#INF;	68 0.0811386 1.#INF;	68 0.0811982 1.#INF;	
207500;	68 0.0806108 0.0810089;	62 0.0806108 0.0810089;	64 0.0807655 1.#INF;	66 0.0808268 1.#INF;	68 0.0810435 1.#INF;	68 0.0811386 1.#INF;	68 0.0811982 1.#INF;	
210000;	68 0.0806108 0.0810089;	68 0.0806108 0.0810089;	113 0.339003 1.#INF;	85 0.342415 1.#INF;	75 0.347556 1.#INF;	88 0.351956 1.#INF;	113 0.35244 1.#INF;	
212500;	68 0.0806108 0.0810089;	68 0.0806108 0.0810089;	72 0.153303 1.#INF;	74 0.15458 1.#INF;	73 0.162357 1.#INF;	72 0.166485 1.#INF;	83 0.169765 1.#INF;	
215000;	68 0.0806108 0.0810089;	68 0.0806108 0.0810089;	69 0.0828239 1.#INF;	70 0.0832971 1.#INF;	71 0.0844812 1.#INF;	69 0.091667 1.#INF;	70 0.100182 1.#INF;	
217500;	68 0.0806108 0.0810089;	68 0.0806108 0.0810089;	69 0.0808268 1.#INF;	71 0.0821594 1.#INF;	68 0.0824421 1.#INF;	68 0.0826634 1.#INF;	68 0.0828002 1.#INF;	
220000;	68 0.0806108 0.0810089;	66 0.0806108 0.0810089;	66 0.0808268 1.#INF;	68 0.0813717 1.#INF;	68 0.0817509 1.#INF;	67 0.0817936 1.#INF;	66 0.0819681 1.#INF;	
222500;	68 0.0806108 0.0810089;	65 0.0806108 0.0810089;	64 0.0808268 1.#INF;	66 0.0813321 1.#INF;	64 0.0813717 1.#INF;	68 0.0814072 1.#INF;	67 0.0815783 1.#INF;	
225000;	68 0.0806108 0.0810089;	59 0.0806108 0.0810089;	62 0.0807655 1.#INF;	61 0.0808268 1.#INF;	60 0.0812276 1.#INF;	61 0.0813321 1.#INF;	65 0.0813322 1.#INF;	
227500;	68 0.0806108 0.0810089;	57 0.0806108 0.0810089;	60 0.0807655 1.#INF;	58 0.0808268 1.#INF;	59 0.0808268 1.#INF;	61 0.0811916 1.#INF;	59 0.0812276 1.#INF;	
230000;	68 0.0806108 0.0810089;	68 0.0806108 0.0810089;	115 0.210709 1.#INF;	80 0.319214 1.#INF;	104 0.343412 1.#INF;	116 0.346615 1.#INF;	85 0.347056 1.#INF;	
232500;	68 0.0806108 0.0810089;	68 0.0806108 0.0810089;	70 0.119078 1.#INF;	72 0.153104 1.#INF;	70 0.167972 1.#INF;	72 0.191391 1.#INF;	74 0.192307 1.#INF;	
235000;	68 0.0806108 0.0810089;	68 0.0806108 0.0810089;	69 0.0826624 1.#INF;	70 0.0836087 1.#INF;	73 0.0841281 1.#INF;	68 0.0841496 1.#INF;	68 0.0845262 1.#INF;	
237500;	68 0.0806108 0.0810089;	67 0.0806108 0.0810089;	68 0.0825879 1.#INF;	69 0.0826624 1.#INF;	73 0.0826634 1.#INF;	69 0.0828002 1.#INF;	72 0.082811 1.#INF;	
240000;	68 0.0806108 0.0810089;	67 0.0806108 0.0810089;	68 0.0809428 1.#INF;	70 0.0811796 1.#INF;	68 0.0811826 1.#INF;	70 0.0811826 1.#INF;	71 0.0813343 1.#INF;	
242500;	68 0.0806108 0.0810089;	65 0.0806108 0.0810089;	69 0.0806662 1.#INF;	68 0.0808209 1.#INF;	68 0.0809428 1.#INF;	67 0.0810975 1.#INF;	68 0.0811524 1.#INF;	
245000;	68 0.0806108 0.0810089;	63 0.0806108 0.0810089;	67 0.0806662 1.#INF;	64 0.0807655 1.#INF;	66 0.0808209 1.#INF;	65 0.0808268 1.#INF;	67 0.0808631 1.#INF;	
247500;	68 0.0806108 0.0810089;	62 0.0806108 0.0810089;	67 0.0806662 1.#INF;	63 0.0807655 1.#INF;	66 0.0808209 1.#INF;	63 0.0808268 1.#INF;	66 0.0808631 1.#INF;	
