Gen;	BestValidIndiv;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	
75000;	39 0.123419 0.133472;	43 0.116308 0.154854;	41 0.116485 0.156234;	40 0.116635 0.155112;	38 0.116734 0.156698;	41 0.116742 0.156175;	37 0.117148 0.151988;	
77500;	39 0.123419 0.133472;	39 0.123419 0.133472;	57 0.205579 0.146246;	111 0.295609 0.146246;	96 0.331361 0.146246;	117 0.334093 0.146246;	113 0.338394 0.146246;	
80000;	39 0.123419 0.133472;	39 0.123419 0.133472;	45 0.129952 0.146246;	44 0.137717 0.146246;	42 0.139792 0.146246;	46 0.140546 0.146246;	43 0.141811 0.146246;	
82500;	41 0.120243 0.130516;	41 0.11959 0.146775;	41 0.120243 0.130516;	39 0.123419 0.133472;	42 0.123798 0.146246;	41 0.123932 0.146246;	41 0.124764 0.146246;	
85000;	41 0.120243 0.130516;	41 0.11959 0.146775;	41 0.120243 0.130516;	43 0.120311 0.146246;	43 0.120537 0.133472;	42 0.121952 0.146246;	42 0.122669 0.146246;	
87500;	45 0.115915 0.130244;	41 0.115381 0.130336;	45 0.115915 0.130244;	42 0.11609 0.133993;	44 0.116618 0.133976;	43 0.116728 0.146246;	44 0.117417 0.131131;	
90000;	47 0.115768 0.128393;	44 0.115054 0.130191;	44 0.115373 0.130738;	41 0.115381 0.130336;	43 0.115665 0.13318;	44 0.115768 0.128393;	40 0.115915 0.146246;	
92500;	43 0.113039 0.124049;	41 0.113039 0.124049;	41 0.113581 0.130738;	40 0.113632 0.130738;	40 0.11437 0.128393;	41 0.114532 0.130738;	40 0.11467 0.130738;	
95000;	43 0.113039 0.124049;	40 0.113039 0.124049;	39 0.113581 0.130738;	41 0.113608 0.128393;	40 0.113632 0.130738;	41 0.113763 0.128393;	42 0.114145 0.128393;	
97500;	44 0.109733 0.118942;	45 0.109576 0.121634;	44 0.109733 0.118942;	45 0.110135 0.12272;	43 0.110298 0.123525;	44 0.110336 0.130738;	45 0.110481 0.12272;	
100000;	44 0.109733 0.118942;	40 0.109245 0.120538;	41 0.109576 0.121634;	42 0.109733 0.118942;	42 0.110013 0.130738;	42 0.110095 0.130738;	41 0.110135 0.130738;	
102500;	44 0.109733 0.118942;	39 0.109245 0.120538;	40 0.109576 0.121634;	42 0.109733 0.118942;	42 0.110013 0.130738;	42 0.110095 0.130738;	41 0.110135 0.130738;	
105000;	44 0.109733 0.118942;	39 0.109245 0.120538;	39 0.109576 0.121634;	42 0.109733 0.118942;	41 0.110013 0.130738;	40 0.110095 0.130738;	40 0.110135 0.130738;	
107500;	44 0.109733 0.118942;	37 0.109245 0.120538;	39 0.109576 0.121634;	42 0.109733 0.118942;	39 0.110013 0.130738;	40 0.110095 0.130738;	39 0.110135 0.130738;	
110000;	44 0.109733 0.118942;	37 0.109245 0.120538;	38 0.109576 0.121634;	41 0.109733 0.118942;	39 0.110013 0.130738;	39 0.110095 0.130738;	38 0.110135 0.130738;	
112500;	44 0.109733 0.118942;	36 0.109245 0.120538;	37 0.109576 0.121634;	41 0.109733 0.118942;	39 0.110013 0.130738;	38 0.110095 0.130738;	36 0.110135 0.130738;	
115000;	44 0.109733 0.118942;	37 0.109131 0.119795;	36 0.109149 0.119478;	36 0.109156 0.119962;	36 0.109209 0.120357;	36 0.109224 0.119829;	34 0.109245 0.120538;	
117500;	40 0.109415 0.117196;	37 0.107949 0.119334;	38 0.108113 0.119274;	37 0.108463 0.119213;	38 0.108647 0.119661;	37 0.108798 0.119372;	37 0.108827 0.119824;	
120000;	40 0.109415 0.117196;	38 0.107939 0.119179;	36 0.107949 0.119334;	36 0.108031 0.119561;	37 0.108113 0.119274;	37 0.108129 0.119432;	38 0.108274 0.119281;	
122500;	40 0.109415 0.117196;	38 0.107939 0.119179;	36 0.107949 0.119334;	36 0.108031 0.119561;	37 0.108113 0.119274;	37 0.108129 0.119432;	38 0.108274 0.119281;	
125000;	40 0.109415 0.117196;	38 0.107939 0.119179;	36 0.107949 0.119334;	36 0.108031 0.119561;	37 0.108113 0.119274;	37 0.108129 0.119432;	38 0.108274 0.119281;	
127500;	40 0.109415 0.117196;	38 0.107939 0.119179;	36 0.107949 0.119334;	36 0.108031 0.119561;	37 0.108113 0.119274;	37 0.108129 0.119432;	38 0.108274 0.119281;	
130000;	40 0.109415 0.117196;	38 0.107939 0.119179;	36 0.107949 0.119334;	36 0.108031 0.119561;	37 0.108113 0.119274;	37 0.108129 0.119432;	38 0.108274 0.119281;	
132500;	40 0.109415 0.117196;	38 0.107939 0.119179;	36 0.107949 0.119334;	36 0.108031 0.119561;	37 0.108113 0.119274;	37 0.108129 0.119432;	38 0.108274 0.119281;	
135000;	40 0.109415 0.117196;	37 0.107939 0.119179;	36 0.107949 0.119334;	36 0.108031 0.119561;	36 0.108113 0.119274;	37 0.108129 0.119432;	37 0.108274 0.119281;	
137500;	40 0.109415 0.117196;	40 0.109415 0.117196;	58 0.202327 0.119281;	105 0.205597 0.119281;	116 0.206468 0.119281;	111 0.206491 0.119281;	110 0.226305 0.119281;	
140000;	40 0.109415 0.117196;	40 0.109415 0.117196;	49 0.130881 0.119281;	44 0.13154 0.119281;	44 0.132625 0.119281;	50 0.136376 0.119281;	43 0.136496 0.119281;	
142500;	40 0.109415 0.117196;	41 0.107949 0.119334;	40 0.109107 0.117819;	40 0.109415 0.117196;	50 0.120472 0.119281;	43 0.121811 0.119281;	44 0.121907 0.119281;	
145000;	40 0.109415 0.117196;	40 0.107949 0.119334;	40 0.108113 0.119274;	43 0.108134 0.119619;	44 0.108827 0.119824;	40 0.109107 0.117819;	41 0.109131 0.119795;	
147500;	40 0.109415 0.117196;	42 0.107939 0.119179;	40 0.107949 0.119334;	41 0.107974 0.119483;	47 0.107986 0.119642;	46 0.108111 0.119463;	40 0.108113 0.119274;	
150000;	40 0.109415 0.117196;	41 0.107939 0.119179;	40 0.107949 0.119334;	41 0.107974 0.119483;	42 0.107986 0.119642;	42 0.108111 0.119463;	40 0.108113 0.119274;	
152500;	40 0.109415 0.117196;	40 0.107939 0.119179;	39 0.107949 0.119334;	41 0.107974 0.119483;	41 0.107986 0.119642;	42 0.108111 0.119463;	39 0.108113 0.119274;	
155000;	40 0.109415 0.117196;	39 0.107939 0.119179;	37 0.107949 0.119334;	40 0.107974 0.119483;	41 0.107986 0.119642;	42 0.108111 0.119463;	37 0.108113 0.119274;	
157500;	40 0.109415 0.117196;	40 0.109415 0.117196;	99 0.291739 0.119274;	105 0.322037 0.119274;	55 0.324519 0.119274;	116 0.330448 0.119274;	103 0.346206 0.119274;	
160000;	40 0.109415 0.117196;	40 0.109415 0.117196;	46 0.135305 0.119274;	42 0.139602 0.119274;	45 0.142948 0.119274;	42 0.144319 0.119274;	43 0.144941 0.119274;	
162500;	40 0.109415 0.117196;	42 0.107974 0.119483;	43 0.108113 0.119274;	43 0.109355 0.1174;	40 0.109415 0.117196;	42 0.109471 0.119274;	44 0.109892 0.119274;	
165000;	40 0.109415 0.117196;	42 0.107949 0.119334;	42 0.107974 0.119483;	48 0.107986 0.119642;	41 0.108113 0.119274;	45 0.108129 0.119432;	44 0.108134 0.119619;	
167500;	40 0.109415 0.117196;	40 0.107949 0.119334;	41 0.107974 0.119483;	44 0.107986 0.119642;	46 0.107998 0.119579;	43 0.108004 0.119616;	48 0.108018 0.119775;	
170000;	40 0.109415 0.117196;	41 0.107841 0.119487;	38 0.107949 0.119334;	40 0.107974 0.119483;	44 0.107977 0.119418;	40 0.107986 0.119642;	43 0.107998 0.119579;	
172500;	40 0.109415 0.117196;	40 0.107841 0.119487;	38 0.107949 0.119334;	40 0.107974 0.119483;	41 0.107977 0.119418;	40 0.107986 0.119642;	41 0.107998 0.119579;	
175000;	40 0.109415 0.117196;	39 0.107841 0.119487;	38 0.107841 0.119487;	38 0.107949 0.119334;	37 0.107949 0.119334;	39 0.107974 0.119483;	39 0.107977 0.119418;	
177500;	40 0.109415 0.117196;	40 0.109415 0.117196;	56 0.203139 1.#INF;	74 0.20565 1.#INF;	79 0.2511 1.#INF;	103 0.265284 1.#INF;	97 0.268476 1.#INF;	
180000;	40 0.109415 0.117196;	40 0.109415 0.117196;	43 0.132619 1.#INF;	45 0.134957 1.#INF;	42 0.137243 1.#INF;	43 0.138483 1.#INF;	43 0.145267 1.#INF;	
182500;	40 0.109415 0.117196;	40 0.109415 0.117196;	41 0.110647 1.#INF;	42 0.111278 1.#INF;	43 0.115879 1.#INF;	43 0.118961 1.#INF;	42 0.119973 1.#INF;	
185000;	40 0.109415 0.117196;	41 0.107949 0.119334;	41 0.107974 0.119483;	42 0.108113 0.119274;	45 0.108184 0.119608;	42 0.109355 0.1174;	40 0.109415 0.117196;	
187500;	40 0.109415 0.117196;	42 0.107939 0.119179;	40 0.107949 0.119334;	41 0.107974 0.119483;	44 0.107986 0.119642;	45 0.108111 0.119463;	39 0.108113 0.119274;	
190000;	40 0.109415 0.117196;	40 0.107939 0.119179;	39 0.107949 0.119334;	39 0.107974 0.119483;	43 0.107986 0.119642;	42 0.108111 0.119463;	39 0.108113 0.119274;	
192500;	40 0.109415 0.117196;	40 0.107939 0.119179;	39 0.107949 0.119334;	39 0.107974 0.119483;	42 0.107986 0.119642;	40 0.108111 0.119463;	38 0.108113 0.119274;	
195000;	40 0.109415 0.117196;	39 0.107939 0.119179;	39 0.107949 0.119334;	39 0.107974 0.119483;	42 0.107986 0.119642;	40 0.108111 0.119463;	38 0.108113 0.119274;	
197500;	40 0.109415 0.117196;	40 0.109415 0.117196;	109 0.219972 0.119274;	101 0.256067 0.119274;	111 0.283851 0.119274;	121 0.285616 0.119274;	101 0.290338 0.119274;	
200000;	40 0.109415 0.117196;	40 0.109415 0.117196;	46 0.141016 0.119274;	48 0.143348 0.119274;	46 0.150928 0.119274;	45 0.151333 0.119274;	41 0.157826 0.119274;	
202500;	40 0.109415 0.117196;	40 0.109415 0.117196;	41 0.110275 0.119274;	42 0.111906 0.119274;	42 0.111977 0.119274;	40 0.113212 0.119274;	43 0.117599 0.119274;	
205000;	40 0.109415 0.117196;	41 0.107949 0.119334;	45 0.107974 0.119483;	44 0.108113 0.119274;	47 0.108134 0.119619;	46 0.109065 0.119585;	44 0.109107 0.117819;	
207500;	40 0.109415 0.117196;	41 0.107949 0.119334;	42 0.107974 0.119483;	44 0.107986 0.119642;	41 0.108113 0.119274;	44 0.108129 0.119432;	43 0.108134 0.119619;	
210000;	40 0.109415 0.117196;	40 0.107949 0.119334;	41 0.107974 0.119483;	43 0.107986 0.119642;	40 0.108113 0.119274;	41 0.108129 0.119432;	41 0.108134 0.119619;	
212500;	40 0.109415 0.117196;	37 0.107949 0.119334;	40 0.107974 0.119483;	41 0.107986 0.119642;	39 0.108113 0.119274;	40 0.108129 0.119432;	39 0.108134 0.119619;	
215000;	40 0.109415 0.117196;	37 0.107949 0.119334;	39 0.107974 0.119483;	41 0.107986 0.119642;	38 0.108113 0.119274;	40 0.108129 0.119432;	39 0.108134 0.119619;	
217500;	40 0.109415 0.117196;	40 0.109415 0.117196;	62 0.223609 0.119619;	94 0.229937 0.119619;	84 0.237903 0.119619;	95 0.249915 0.119619;	100 0.25603 0.119619;	
220000;	40 0.109415 0.117196;	40 0.109415 0.117196;	43 0.130736 0.119619;	45 0.132498 0.119619;	43 0.146719 0.119619;	42 0.148804 0.119619;	61 0.153021 0.119619;	
222500;	40 0.109415 0.117196;	43 0.107949 0.119334;	43 0.108113 0.119274;	40 0.109415 0.117196;	46 0.109545 0.119619;	44 0.110544 0.119619;	43 0.110809 0.119619;	
225000;	40 0.109415 0.117196;	40 0.107949 0.119334;	40 0.108113 0.119274;	42 0.109107 0.117819;	45 0.109157 0.119491;	44 0.109239 0.119334;	44 0.10929 0.119677;	
227500;	40 0.109415 0.117196;	43 0.107939 0.119179;	39 0.107949 0.119334;	39 0.108113 0.119274;	43 0.108274 0.119281;	43 0.108465 0.119436;	43 0.109101 0.119439;	
230000;	40 0.109415 0.117196;	40 0.107939 0.119179;	39 0.107949 0.119334;	39 0.108113 0.119274;	40 0.108274 0.119281;	40 0.108465 0.119436;	41 0.109093 0.119441;	
232500;	40 0.109415 0.117196;	39 0.107939 0.119179;	39 0.107949 0.119334;	38 0.108113 0.119274;	39 0.108129 0.119432;	40 0.108274 0.119281;	39 0.108465 0.119436;	
235000;	40 0.109415 0.117196;	38 0.107939 0.119179;	37 0.107949 0.119334;	41 0.108087 0.119364;	37 0.108113 0.119274;	37 0.108129 0.119432;	38 0.108274 0.119281;	
237500;	40 0.109415 0.117196;	40 0.109415 0.117196;	73 0.286608 1.#INF;	56 0.312057 1.#INF;	66 0.340353 1.#INF;	115 0.342737 1.#INF;	57 0.348562 1.#INF;	
240000;	40 0.109415 0.117196;	40 0.109415 0.117196;	41 0.133063 1.#INF;	42 0.137572 1.#INF;	47 0.145873 1.#INF;	45 0.148509 1.#INF;	45 0.149087 1.#INF;	
242500;	40 0.109415 0.117196;	40 0.109415 0.117196;	41 0.109471 1.#INF;	45 0.110275 1.#INF;	44 0.110686 1.#INF;	43 0.111424 1.#INF;	42 0.112268 1.#INF;	
245000;	40 0.109415 0.117196;	44 0.107949 0.119334;	43 0.107974 0.119483;	43 0.108113 0.119274;	47 0.108129 0.119432;	45 0.108274 0.119281;	48 0.108465 0.119436;	
247500;	40 0.109415 0.117196;	41 0.107949 0.119334;	41 0.107974 0.119483;	44 0.107986 0.119642;	40 0.108113 0.119274;	43 0.108129 0.119432;	47 0.108134 0.119619;	
250000;	40 0.109415 0.117196;	39 0.107949 0.119334;	40 0.107974 0.119483;	42 0.107986 0.119642;	39 0.108113 0.119274;	40 0.108129 0.119432;	40 0.108134 0.119619;	
Best: Len=40; Trn=0.109415; Val=0.117196; Tst=0.0547904;

2500;	45 0.199272 0.200137;	45 0.199272 0.200137;	51 0.199935 0.202488;	56 0.200913 0.353939;	48 0.201633 0.206823;	53 0.202221 0.306019;	54 0.202556 0.209221;	
5000;	57 0.193452 0.193838;	57 0.193452 0.193838;	61 0.1936 0.200137;	61 0.194092 0.209221;	57 0.194708 0.205891;	51 0.194757 0.353939;	59 0.19484 0.208428;	
7500;	67 0.183706 0.186923;	57 0.177271 0.189727;	58 0.178726 0.190675;	66 0.180128 0.191613;	58 0.180995 0.194621;	69 0.181418 0.199972;	59 0.182076 0.207425;	
10000;	60 0.170516 0.172897;	68 0.15345 0.219868;	67 0.155367 0.220148;	66 0.157252 0.203765;	63 0.160405 0.30243;	61 0.161054 0.189243;	72 0.162905 0.226763;	
12500;	64 0.154556 0.145104;	67 0.145237 0.194252;	64 0.145535 0.194077;	62 0.14558 0.191338;	61 0.145977 0.194778;	70 0.146273 0.197085;	64 0.146542 0.197593;	
15000;	73 0.154094 0.147243;	65 0.138388 0.185744;	65 0.139339 0.199146;	64 0.140044 0.203947;	73 0.140298 0.205752;	64 0.140794 0.195347;	65 0.141919 0.206942;	
17500;	64 0.139353 0.146292;	76 0.133482 0.198897;	73 0.136084 0.181318;	71 0.136205 0.18143;	69 0.136284 0.162616;	67 0.136309 0.177902;	67 0.136501 0.177283;	
20000;	74 0.138102 0.139511;	64 0.122016 0.255907;	66 0.122168 0.254249;	58 0.122418 0.253157;	61 0.122496 0.27998;	71 0.122526 0.277755;	62 0.122538 0.275688;	
22500;	74 0.138102 0.139511;	60 0.121248 0.229856;	62 0.121258 0.230579;	58 0.121285 0.229694;	55 0.121465 0.229305;	63 0.121563 0.227797;	60 0.121636 0.227385;	
25000;	55 0.136262 0.138146;	51 0.120107 0.250631;	51 0.12013 0.250951;	50 0.120201 0.252364;	52 0.120232 0.252776;	54 0.120326 0.254318;	52 0.120464 0.239281;	
27500;	55 0.136262 0.138146;	44 0.120107 0.250631;	45 0.12013 0.250951;	44 0.120201 0.252364;	46 0.120232 0.252776;	48 0.120326 0.254318;	49 0.120464 0.239281;	
30000;	47 0.123572 0.131053;	46 0.100998 0.245066;	44 0.101042 0.24534;	45 0.101183 0.24633;	45 0.101371 0.247124;	45 0.101534 0.247738;	51 0.101695 0.24864;	
32500;	50 0.116646 0.130119;	42 0.098841 0.243745;	43 0.0988754 0.242597;	43 0.0991084 0.244112;	44 0.0994783 0.246671;	45 0.0997829 0.248658;	50 0.100058 0.250209;	
35000;	50 0.116646 0.130119;	41 0.098841 0.243745;	42 0.0988754 0.242597;	43 0.0991084 0.244112;	44 0.0994783 0.246671;	45 0.0997829 0.248658;	46 0.100058 0.250209;	
37500;	50 0.116646 0.130119;	42 0.0983278 0.234819;	49 0.0985295 0.247194;	42 0.0985953 0.23725;	43 0.098725 0.245542;	44 0.0987338 0.246816;	41 0.098841 0.243745;	
40000;	50 0.116646 0.130119;	43 0.097341 0.236979;	47 0.0973609 0.245141;	43 0.0973719 0.239937;	44 0.0974739 0.242521;	43 0.0975681 0.237534;	44 0.0975864 0.239845;	
42500;	50 0.116646 0.130119;	42 0.097341 0.236979;	43 0.0973552 0.241893;	44 0.0973609 0.245141;	43 0.0973719 0.239937;	45 0.0974347 0.247213;	44 0.0974739 0.242521;	
45000;	50 0.116646 0.130119;	42 0.097341 0.236979;	43 0.0973552 0.241893;	44 0.0973609 0.245141;	43 0.0973719 0.239937;	45 0.0974347 0.247213;	44 0.0974739 0.242521;	
47500;	45 0.113891 0.126774;	42 0.097341 0.236979;	43 0.0973552 0.241893;	44 0.0973609 0.245141;	43 0.0973719 0.239937;	45 0.0974347 0.247213;	44 0.0974739 0.242521;	
50000;	45 0.113891 0.126774;	41 0.097341 0.236979;	43 0.0973552 0.241893;	44 0.0973609 0.245141;	42 0.0973719 0.239937;	45 0.0974347 0.247213;	43 0.0974739 0.242521;	
52500;	45 0.113891 0.126774;	41 0.097341 0.236979;	43 0.0973552 0.241893;	44 0.0973609 0.245141;	42 0.0973719 0.239937;	45 0.0974347 0.247213;	43 0.0974739 0.242521;	
55000;	45 0.113891 0.126774;	40 0.097341 0.236979;	43 0.0973552 0.241893;	44 0.0973609 0.245141;	41 0.0973719 0.239937;	45 0.0974347 0.247213;	42 0.0974739 0.242521;	
57500;	45 0.113891 0.126774;	40 0.097341 0.236979;	42 0.0973552 0.241893;	43 0.0973609 0.245141;	41 0.0973719 0.239937;	44 0.0974347 0.247213;	42 0.0974739 0.242521;	
60000;	45 0.113891 0.126774;	40 0.097341 0.236979;	42 0.0973552 0.241893;	43 0.0973609 0.245141;	41 0.0973719 0.239937;	44 0.0974347 0.247213;	42 0.0974739 0.242521;	
62500;	45 0.113891 0.126774;	40 0.097341 0.236979;	42 0.0973552 0.241893;	43 0.0973609 0.245141;	41 0.0973719 0.239937;	44 0.0974347 0.247213;	42 0.0974739 0.242521;	
65000;	41 0.11382 0.125211;	40 0.0961198 0.221976;	42 0.0961401 0.228244;	41 0.0961416 0.224237;	41 0.0961616 0.226636;	39 0.096223 0.219626;	43 0.0962781 0.227216;	
67500;	41 0.11382 0.125211;	40 0.0961198 0.221976;	42 0.0961401 0.228244;	41 0.0961416 0.224237;	41 0.0961616 0.226636;	39 0.096223 0.219626;	43 0.0962781 0.227216;	
70000;	41 0.11382 0.125211;	40 0.0961198 0.221976;	42 0.0961401 0.228244;	41 0.0961416 0.224237;	41 0.0961616 0.226636;	39 0.096223 0.219626;	43 0.0962781 0.227216;	
72500;	41 0.11382 0.125211;	40 0.0961198 0.221976;	42 0.0961401 0.228244;	41 0.0961416 0.224237;	41 0.0961616 0.226636;	39 0.096223 0.219626;	43 0.0962781 0.227216;	
75000;	41 0.11382 0.125211;	39 0.0961198 0.221976;	41 0.0961401 0.228244;	40 0.0961416 0.224237;	40 0.0961616 0.226636;	38 0.096223 0.219626;	42 0.0962781 0.227216;	
77500;	41 0.11382 0.125211;	39 0.0961198 0.221976;	41 0.0961401 0.228244;	40 0.0961416 0.224237;	40 0.0961616 0.226636;	38 0.096223 0.219626;	42 0.0962781 0.227216;	
80000;	41 0.11382 0.125211;	39 0.0961198 0.221976;	41 0.0961401 0.228244;	40 0.0961416 0.224237;	40 0.0961616 0.226636;	38 0.096223 0.219626;	42 0.0962781 0.227216;	
82500;	41 0.11382 0.125211;	38 0.0961198 0.221976;	40 0.0961401 0.228244;	39 0.0961416 0.224237;	39 0.0961616 0.226636;	37 0.096223 0.219626;	41 0.0962781 0.227216;	
85000;	41 0.11382 0.125211;	41 0.11382 0.125211;	122 0.203377 1.#INF;	69 0.203585 1.#INF;	66 0.204308 1.#INF;	95 0.205594 1.#INF;	72 0.206304 1.#INF;	
87500;	41 0.11382 0.125211;	41 0.11382 0.125211;	48 0.122358 1.#INF;	46 0.142892 1.#INF;	51 0.145817 1.#INF;	47 0.157207 1.#INF;	48 0.161218 1.#INF;	
90000;	41 0.11382 0.125211;	45 0.1129 0.125473;	41 0.11382 0.125211;	42 0.11389 1.#INF;	43 0.114858 1.#INF;	43 0.115028 1.#INF;	48 0.117383 1.#INF;	
92500;	55 0.104964 0.112065;	55 0.104964 0.112065;	54 0.106081 0.121477;	55 0.106539 0.121253;	56 0.106614 0.118954;	59 0.107055 0.121024;	55 0.107162 1.#INF;	
95000;	65 0.0966404 0.104449;	61 0.0925183 0.111955;	54 0.0926534 0.107803;	58 0.0932453 0.107991;	60 0.0939496 0.109396;	65 0.0944212 0.109764;	64 0.094765 0.109332;	
97500;	63 0.090528 0.102088;	62 0.090371 0.102453;	56 0.090528 0.102088;	60 0.0909535 0.108227;	60 0.0910102 0.106337;	57 0.0910603 0.106714;	66 0.0911996 0.108227;	
100000;	66 0.0895916 0.0990918;	65 0.0891244 0.102082;	65 0.0892469 0.102614;	66 0.0895916 0.0990918;	63 0.0899511 0.105255;	55 0.0902689 0.0999201;	65 0.0902782 0.106714;	
102500;	70 0.0863596 0.0974459;	70 0.0863596 0.0974459;	72 0.0863847 0.102524;	74 0.0870017 0.0991635;	72 0.0874702 0.0991635;	68 0.0885884 0.0990678;	69 0.0886795 0.102331;	
105000;	70 0.0848698 0.0965658;	72 0.0838151 0.0989893;	64 0.0847561 0.0966726;	75 0.08476 0.101362;	65 0.0847617 0.0969429;	75 0.0848214 0.0966988;	70 0.0848698 0.0965658;	
107500;	69 0.08476 0.0953068;	61 0.0838151 0.107284;	72 0.0839627 0.098877;	63 0.0842405 0.10589;	70 0.0842406 0.0993952;	72 0.0846864 0.0967939;	61 0.0846925 0.0968285;	
110000;	69 0.08476 0.0953068;	57 0.0838151 0.107284;	63 0.0839627 0.098877;	65 0.0839628 0.106115;	64 0.0840155 0.0974771;	63 0.0840155 0.104938;	60 0.0842405 0.10589;	
112500;	69 0.08476 0.0953068;	57 0.0838151 0.107284;	58 0.0839627 0.098877;	57 0.0839628 0.106115;	60 0.0840155 0.0974771;	59 0.0840155 0.104938;	63 0.0840272 0.0972251;	
115000;	67 0.0817903 0.0950987;	66 0.0817903 0.0950987;	63 0.0817903 0.0992979;	64 0.0820339 0.100141;	62 0.0820339 0.097122;	62 0.0821934 0.101378;	61 0.0821934 0.0961033;	
117500;	67 0.0817903 0.0950987;	61 0.0817903 0.0950987;	60 0.0817903 0.101378;	60 0.0820339 0.101378;	60 0.0820339 0.101378;	59 0.0821934 0.101378;	59 0.0821934 0.101378;	
120000;	67 0.0817903 0.0950987;	61 0.0817903 0.0950987;	60 0.0817903 0.101378;	60 0.0820339 0.101378;	60 0.0820339 0.101378;	59 0.0821934 0.101378;	59 0.0821934 0.101378;	
122500;	67 0.0817903 0.0950987;	61 0.0817903 0.0950987;	60 0.0817903 0.101378;	60 0.0820339 0.101378;	60 0.0820339 0.101378;	60 0.0821199 0.101378;	59 0.0821199 0.101378;	
125000;	67 0.0817903 0.0950987;	61 0.0817903 0.0950987;	60 0.0817903 0.101378;	60 0.0820339 0.101378;	60 0.0820339 0.101378;	60 0.0821199 0.101378;	59 0.0821199 0.101378;	
127500;	67 0.0817903 0.0950987;	60 0.0817903 0.0950987;	59 0.0817903 0.101378;	60 0.0820339 0.101378;	60 0.0820339 0.101378;	60 0.0821199 0.101378;	59 0.0821199 0.101378;	
130000;	67 0.0817903 0.0950987;	60 0.0817903 0.0950987;	59 0.0817903 0.101378;	59 0.0820339 0.101378;	60 0.0820339 0.101378;	60 0.0821199 0.101378;	59 0.0821199 0.101378;	
132500;	67 0.0817903 0.0950987;	59 0.0817903 0.0950987;	59 0.0817903 0.101378;	59 0.0820339 0.101378;	59 0.0820339 0.101378;	60 0.0821199 0.101378;	59 0.0821199 0.101378;	
135000;	67 0.0817903 0.0950987;	67 0.0817903 0.0950987;	120 0.296778 0.101378;	89 0.354127 1.#INF;	102 0.354447 1.#INF;	114 0.36175 1.#INF;	118 0.368247 1.#INF;	
137500;	67 0.0817903 0.0950987;	67 0.0817903 0.0950987;	74 0.191323 1.#INF;	100 0.196551 1.#INF;	69 0.196659 1.#INF;	71 0.201155 1.#INF;	94 0.20231 1.#INF;	
140000;	67 0.0817903 0.0950987;	67 0.0817903 0.0950987;	67 0.106475 1.#INF;	67 0.108706 1.#INF;	68 0.111447 1.#INF;	71 0.114715 1.#INF;	69 0.120939 1.#INF;	
142500;	67 0.0817903 0.0950987;	67 0.0817903 0.0950987;	69 0.081994 1.#INF;	67 0.0827501 1.#INF;	68 0.0828741 1.#INF;	68 0.0837522 1.#INF;	68 0.0846769 1.#INF;	
145000;	67 0.0817903 0.0950987;	67 0.0817903 0.0950987;	68 0.0818113 1.#INF;	69 0.081994 1.#INF;	68 0.08203 1.#INF;	72 0.082202 1.#INF;	72 0.0823433 1.#INF;	
147500;	68 0.0817409 0.0949257;	68 0.0817409 0.0949257;	67 0.0817903 0.0950987;	66 0.0817903 1.#INF;	67 0.0818113 1.#INF;	66 0.081994 1.#INF;	67 0.081994 1.#INF;	
150000;	68 0.0812227 0.094435;	68 0.0812227 0.094435;	68 0.0812932 1.#INF;	68 0.0813421 0.0950987;	67 0.0814084 0.0950987;	68 0.0814084 1.#INF;	67 0.0817409 0.0949257;	
152500;	68 0.0812227 0.094435;	66 0.0811865 0.100556;	68 0.0811865 0.0969553;	66 0.0812139 0.0989978;	67 0.081214 0.0944447;	65 0.0812227 0.0985999;	67 0.0812227 0.094435;	
155000;	68 0.0808181 0.0942002;	67 0.0807875 0.1003;	68 0.0807876 0.0967066;	67 0.0808181 0.0942002;	66 0.0808181 0.0958007;	67 0.0808522 0.0958007;	67 0.0808522 0.0958007;	
157500;	68 0.0808181 0.0942002;	66 0.0807875 0.1003;	67 0.0807876 0.0967066;	66 0.0808181 0.0942002;	65 0.0808181 0.0958007;	66 0.0808522 0.0958007;	67 0.0808522 0.0958007;	
160000;	68 0.0808181 0.0942002;	64 0.0807875 0.1003;	65 0.0807876 0.0967066;	65 0.0808181 0.0942002;	65 0.0808181 0.0958007;	64 0.0808522 0.0958007;	67 0.0808522 0.0958007;	
162500;	68 0.0808181 0.0942002;	63 0.0807875 0.1003;	63 0.0807876 0.0967066;	64 0.0808181 0.0942002;	64 0.0808181 0.0958007;	64 0.0808522 0.0958007;	65 0.0808522 0.0958007;	
165000;	68 0.0808181 0.0942002;	62 0.0807875 0.1003;	63 0.0807876 0.0967066;	62 0.0808181 0.0942002;	62 0.0808181 0.0958007;	62 0.0808522 0.0958007;	62 0.0808522 0.0958007;	
167500;	68 0.0808181 0.0942002;	62 0.0807875 0.1003;	62 0.0807876 0.0967066;	62 0.0808181 0.0942002;	62 0.0808181 0.0958007;	62 0.0808522 0.0958007;	62 0.0808522 0.0958007;	
170000;	68 0.0808181 0.0942002;	62 0.0807875 0.1003;	62 0.0807876 0.0967066;	62 0.0808181 0.0942002;	62 0.0808181 0.0958007;	62 0.0808522 0.0958007;	62 0.0808522 0.0958007;	
